unique id,name,year of study,department,book serial no.,book name,date of issue,submit date,phone no.,email id
STU1406,Priya Gupta,2,Civil Engineering,BK-40015,Digital Logic Design,2026-08-13,2026-09-02,7354743776,priya.gupta17@university.edu
STU1407,Amit Iyer,4,Civil Engineering,BK-43042,Psychology of Money,2026-02-11,2026-02-22,8085897514,amit.iyer61@university.edu
STU1408,Tara Gupta,2,Economics,BK-23318,1984,2026-04-30,2026-05-08,9829521215,tara.gupta46@university.edu
STU1409,Pooja Kulkarni,4,Economics,BK-21899,The Great Gatsby,2026-11-17,2026-12-01,7245934500,pooja.kulkarni39@university.edu
STU1410,Kabir Singh,1,Physics,BK-50827,Introduction to Algorithms,2026-05-15,2026-06-02,7273833805,kabir.singh44@university.edu
STU1411,Sanya Reddy,4,Economics,BK-19525,The Great Gatsby,2026-04-19,2026-05-03,9964646676,sanya.reddy23@university.edu
STU1412,Rohan Chawla,4,Physics,BK-92199,1984,2026-11-03,2026-11-22,7115954036,rohan.chawla21@university.edu
STU1413,Amit Das,4,Mechanical Engineering,BK-86700,Data Structures 101,2026-01-19,2026-02-09,7684546818,amit.das80@university.edu
STU1414,Ananya Patel,3,Computer Science,BK-32420,Digital Logic Design,2026-11-15,2026-12-04,9542259666,ananya.patel19@university.edu
STU1415,Amit Chawla,4,Economics,BK-87465,The Alchemist,2026-05-07,2026-05-16,9704126696,amit.chawla15@university.edu
STU1416,Rahul Sharma,4,Electrical Engineering,BK-91771,To Kill a Mockingbird,2026-08-12,2026-08-19,8409286937,rahul.sharma77@university.edu
STU1417,Ananya Bose,2,Economics,BK-45951,The Great Gatsby,2026-02-18,2026-03-08,8922687735,ananya.bose33@university.edu
STU1418,Priya Patel,4,Civil Engineering,BK-52169,Clean Code,2026-03-20,2026-04-10,9962273001,priya.patel60@university.edu
STU1419,Pooja Singh,2,Electrical Engineering,BK-75740,Digital Logic Design,2026-06-21,2026-07-01,8629767234,pooja.singh99@university.edu
STU1420,Tara Patel,4,Physics,BK-41577,Psychology of Money,2026-07-02,2026-07-15,7065873732,tara.patel94@university.edu
STU1421,Kabir Singh,4,Literature,BK-91346,The Great Gatsby,2026-01-15,2026-02-04,9286571212,kabir.singh66@university.edu
STU1422,Kabir Reddy,1,Civil Engineering,BK-40311,1984,2026-05-21,2026-06-11,8017698676,kabir.reddy67@university.edu
STU1423,Manish Joshi,4,Electrical Engineering,BK-80548,Data Structures 101,2026-01-02,2026-01-22,9334642379,manish.joshi67@university.edu
STU1424,Ishani Bose,1,Electrical Engineering,BK-88625,Data Structures 101,2026-08-21,2026-09-04,9934998632,ishani.bose80@university.edu
STU1425,Riya Joshi,2,Physics,BK-98570,Brave New World,2026-07-19,2026-07-27,7485843312,riya.joshi79@university.edu
STU1426,Vikram Patel,2,Physics,BK-26403,Physics for Scientists,2026-10-30,2026-11-10,8319307246,vikram.patel60@university.edu
STU1427,Vikram Reddy,3,Mathematics,BK-16284,Psychology of Money,2026-06-20,2026-07-10,8442967285,vikram.reddy68@university.edu
STU1428,Zoya Kapoor,1,Economics,BK-89121,The Alchemist,2026-09-07,2026-09-14,9153884227,zoya.kapoor56@university.edu
STU1429,Pooja Iyer,1,Civil Engineering,BK-46026,To Kill a Mockingbird,2026-05-25,2026-06-11,9207278485,pooja.iyer48@university.edu
STU1430,Riya Singh,1,Economics,BK-24789,Modern Economics,2026-05-22,2026-06-06,7769508456,riya.singh92@university.edu
STU1431,Zoya Malhotra,3,Computer Science,BK-46232,The Great Gatsby,2026-12-05,2026-12-16,9829222186,zoya.malhotra12@university.edu
STU1432,Sneha Joshi,2,Physics,BK-17029,Modern Economics,2026-06-02,2026-06-14,9391036417,sneha.joshi36@university.edu
STU1433,Rahul Sharma,4,Computer Science,BK-13957,The Art of War,2026-12-19,2026-12-31,8034049527,rahul.sharma67@university.edu
STU1434,Karan Das,3,Electrical Engineering,BK-96719,The Art of War,2026-02-10,2026-02-21,7258478393,karan.das69@university.edu
STU1435,Arjun Bose,1,Economics,BK-61793,Clean Code,2026-02-03,2026-02-22,9599759021,arjun.bose63@university.edu
STU1436,Sanya Patel,1,Literature,BK-97135,The Alchemist,2026-12-05,2026-12-14,9805702237,sanya.patel36@university.edu
STU1437,Zoya Nair,3,Mechanical Engineering,BK-56510,The Great Gatsby,2026-07-05,2026-07-19,9235674919,zoya.nair67@university.edu
STU1438,Manish Reddy,3,Computer Science,BK-54101,Data Structures 101,2026-07-26,2026-08-08,7111001904,manish.reddy78@university.edu
STU1439,Tara Bose,4,Computer Science,BK-91501,Modern Economics,2026-11-17,2026-11-27,8219685977,tara.bose59@university.edu
STU1440,Zoya Joshi,3,Computer Science,BK-26410,To Kill a Mockingbird,2026-12-08,2026-12-22,7374973702,zoya.joshi50@university.edu
STU1441,Meera Sharma,1,Literature,BK-75068,Introduction to Algorithms,2026-01-16,2026-01-25,9262913483,meera.sharma97@university.edu
STU1442,Ishani Kapoor,4,Economics,BK-68752,Modern Economics,2026-09-26,2026-10-04,9739901643,ishani.kapoor69@university.edu
STU1443,Tara Kulkarni,2,Computer Science,BK-50548,1984,2026-10-03,2026-10-19,7995615940,tara.kulkarni72@university.edu
STU1444,Meera Bose,4,Mechanical Engineering,BK-27417,Digital Logic Design,2026-07-06,2026-07-22,8655265969,meera.bose29@university.edu
STU1445,Vikram Sharma,1,Economics,BK-85342,Brave New World,2026-03-29,2026-04-09,9449261862,vikram.sharma55@university.edu
STU1446,Priya Verma,3,Physics,BK-69462,The Great Gatsby,2025-12-30,2026-01-13,7827571492,priya.verma28@university.edu
STU1447,Sanya Malhotra,1,Physics,BK-43833,The Great Gatsby,2026-11-22,2026-12-11,8158845669,sanya.malhotra10@university.edu
STU1448,Vikram Kapoor,1,Economics,BK-13161,Microbiology Intro,2026-11-11,2026-11-18,7073992090,vikram.kapoor89@university.edu
STU1449,Arjun Kulkarni,4,Mechanical Engineering,BK-96052,The Great Gatsby,2026-10-04,2026-10-24,7887846452,arjun.kulkarni60@university.edu
STU1450,Rahul Joshi,2,Electrical Engineering,BK-82163,Physics for Scientists,2026-05-14,2026-05-24,9662606385,rahul.joshi95@university.edu
STU1451,Aditya Nair,2,Computer Science,BK-36213,1984,2026-10-14,2026-10-29,8171323359,aditya.nair98@university.edu
STU1452,Priya Patel,3,Civil Engineering,BK-70006,Microbiology Intro,2026-11-12,2026-11-26,9316739659,priya.patel81@university.edu
STU1453,Pooja Reddy,4,Physics,BK-68834,Psychology of Money,2026-12-22,2026-12-31,7412257757,pooja.reddy97@university.edu
STU1454,Ananya Iyer,2,Mathematics,BK-90266,Physics for Scientists,2026-04-04,2026-04-19,9437027130,ananya.iyer50@university.edu
STU1455,Pooja Malhotra,2,Physics,BK-43364,Clean Code,2026-04-30,2026-05-20,8496602219,pooja.malhotra78@university.edu
STU1456,Pooja Verma,3,Physics,BK-53823,Brave New World,2026-04-23,2026-05-12,8741939642,pooja.verma32@university.edu
STU1457,Vijay Das,1,Mathematics,BK-48965,The Alchemist,2026-11-07,2026-11-19,7157696471,vijay.das12@university.edu
STU1458,Meera Verma,3,Electrical Engineering,BK-55724,The Great Gatsby,2026-10-03,2026-10-16,7927285802,meera.verma74@university.edu
STU1459,Sneha Verma,1,Mechanical Engineering,BK-50783,Physics for Scientists,2026-03-21,2026-03-30,9311944574,sneha.verma85@university.edu
STU1460,Arjun Chawla,4,Economics,BK-79041,Clean Code,2026-04-14,2026-05-05,9972733169,arjun.chawla45@university.edu
STU1461,Vikram Joshi,2,Electrical Engineering,BK-45549,The Great Gatsby,2026-10-19,2026-10-28,7887507731,vikram.joshi45@university.edu
STU1462,Vijay Gupta,2,Mechanical Engineering,BK-83133,Introduction to Algorithms,2026-06-07,2026-06-15,7025809212,vijay.gupta27@university.edu
STU1463,Tara Patel,1,Physics,BK-63803,Microbiology Intro,2025-12-23,2026-01-03,7857472565,tara.patel96@university.edu
STU1464,Karan Kulkarni,2,Electrical Engineering,BK-20850,Calculus Early Transcendentals,2026-07-06,2026-07-23,8021866704,karan.kulkarni55@university.edu
STU1465,Manish Iyer,3,Electrical Engineering,BK-23934,Modern Economics,2026-01-01,2026-01-08,7442033967,manish.iyer62@university.edu
STU1466,Ananya Kapoor,3,Mathematics,BK-89473,Data Structures 101,2026-08-22,2026-09-06,8895938778,ananya.kapoor18@university.edu
STU1467,Meera Kapoor,3,Economics,BK-12369,Calculus Early Transcendentals,2026-07-31,2026-08-12,9409816108,meera.kapoor47@university.edu
STU1468,Kabir Reddy,3,Electrical Engineering,BK-42322,Digital Logic Design,2026-07-02,2026-07-15,7656913290,kabir.reddy71@university.edu
STU1469,Sanya Bose,1,Mathematics,BK-56705,Brave New World,2025-12-27,2026-01-15,7508223763,sanya.bose49@university.edu
STU1470,Tara Nair,4,Literature,BK-90703,Brave New World,2026-11-11,2026-11-27,9016767516,tara.nair28@university.edu
STU1471,Ishani Patel,4,Electrical Engineering,BK-63017,Data Structures 101,2026-08-02,2026-08-13,7912478061,ishani.patel34@university.edu
STU1472,Aditya Kapoor,2,Economics,BK-65348,Brave New World,2026-05-02,2026-05-11,8144486130,aditya.kapoor33@university.edu
STU1473,Tara Verma,1,Electrical Engineering,BK-70039,Introduction to Algorithms,2026-01-24,2026-02-05,8402932646,tara.verma65@university.edu
STU1474,Meera Chawla,3,Mechanical Engineering,BK-19976,Calculus Early Transcendentals,2026-03-02,2026-03-21,7711012825,meera.chawla42@university.edu
STU1475,Vikram Reddy,1,Physics,BK-31529,Psychology of Money,2026-12-13,2026-12-22,9236821300,vikram.reddy72@university.edu
STU1476,Ananya Kapoor,2,Physics,BK-18952,To Kill a Mockingbird,2026-08-01,2026-08-12,7942455324,ananya.kapoor51@university.edu
STU1477,Vijay Das,4,Economics,BK-25099,Digital Logic Design,2026-01-16,2026-01-26,8298627269,vijay.das22@university.edu
STU1478,Sanya Malhotra,1,Literature,BK-40195,Modern Economics,2026-05-24,2026-05-31,9599922624,sanya.malhotra88@university.edu
STU1479,Rohan Iyer,3,Computer Science,BK-85427,Microbiology Intro,2026-05-24,2026-06-05,7131917865,rohan.iyer12@university.edu
STU1480,Rahul Patel,3,Mathematics,BK-22980,Brave New World,2026-12-18,2026-12-25,7155349429,rahul.patel80@university.edu
STU1481,Rahul Patel,3,Literature,BK-70402,To Kill a Mockingbird,2026-09-20,2026-10-05,7319049760,rahul.patel73@university.edu
STU1482,Ishani Reddy,1,Mathematics,BK-80625,Brave New World,2026-05-17,2026-06-01,8826705532,ishani.reddy53@university.edu
STU1483,Sanya Sharma,2,Economics,BK-50576,Clean Code,2026-05-01,2026-05-12,9876207190,sanya.sharma52@university.edu
STU1484,Sneha Gupta,2,Computer Science,BK-28024,1984,2026-05-24,2026-06-12,8936128194,sneha.gupta59@university.edu
STU1485,Sneha Malhotra,2,Economics,BK-88807,The Great Gatsby,2026-09-28,2026-10-13,7009704162,sneha.malhotra22@university.edu
STU1486,Meera Nair,2,Mathematics,BK-21785,Introduction to Algorithms,2026-02-17,2026-03-02,9195019648,meera.nair51@university.edu
STU1487,Vijay Malhotra,2,Mathematics,BK-39915,Physics for Scientists,2026-12-12,2026-12-26,7209569231,vijay.malhotra36@university.edu
STU1488,Ishani Iyer,1,Electrical Engineering,BK-67786,Brave New World,2026-10-11,2026-11-01,7436526496,ishani.iyer73@university.edu
STU1489,Sneha Joshi,3,Economics,BK-57334,Clean Code,2026-03-28,2026-04-15,8466165917,sneha.joshi48@university.edu
STU1490,Ishani Kulkarni,2,Physics,BK-69039,The Great Gatsby,2026-08-22,2026-09-07,7328228175,ishani.kulkarni24@university.edu
STU1491,Meera Malhotra,1,Economics,BK-40680,Brave New World,2026-07-05,2026-07-22,7365076431,meera.malhotra99@university.edu
STU1492,Kabir Chawla,2,Economics,BK-90813,The Art of War,2026-11-24,2026-12-05,7688847486,kabir.chawla97@university.edu
STU1493,Ananya Verma,1,Mathematics,BK-10199,Physics for Scientists,2026-05-04,2026-05-17,7595727339,ananya.verma38@university.edu
STU1494,Vijay Kapoor,3,Economics,BK-98874,1984,2026-04-21,2026-04-29,9682019993,vijay.kapoor12@university.edu
STU1495,Ishani Patel,2,Electrical Engineering,BK-16767,Brave New World,2026-05-21,2026-05-31,8848721700,ishani.patel79@university.edu
STU1496,Amit Nair,2,Computer Science,BK-11394,The Art of War,2026-03-06,2026-03-24,7807886312,amit.nair53@university.edu
STU1497,Pooja Iyer,1,Mathematics,BK-63968,1984,2026-07-06,2026-07-19,9087958624,pooja.iyer86@university.edu
STU1498,Meera Nair,3,Electrical Engineering,BK-37853,Physics for Scientists,2026-08-01,2026-08-22,7025387114,meera.nair51@university.edu
STU1499,Kabir Verma,3,Electrical Engineering,BK-60045,The Alchemist,2026-07-30,2026-08-13,9439015003,kabir.verma60@university.edu
STU1500,Pooja Verma,1,Electrical Engineering,BK-74167,Microbiology Intro,2026-08-31,2026-09-11,8967154391,pooja.verma51@university.edu
